Date,Open,High,Low,Close,Volume,ExDividend,SplitRatio,AdjOpen,AdjHigh,AdjLow,AdjClose,AdjVolume
2018-03-27,59.15,59.8188,58.69,59.14,9045686.0,0.0,1.0,59.15,59.8188,58.69,59.14,9045686.0
2018-03-26,58.37,59.1,58.21,59.08,8460219.0,0.0,1.0,58.37,59.1,58.21,59.08,8460219.0
2018-03-23,57.04,58.38,56.97,57.74,9359537.0,0.0,1.0,57.04,58.38,56.97,57.74,9359537.0
2018-03-22,56.41,57.28,56.05,56.5,10142415.0,0.0,1.0,56.41,57.28,56.05,56.5,10142415.0
2018-03-21,55.1,57.59,55.04,57.04,7184199.0,0.0,1.0,55.1,57.59,55.04,57.04,7184199.0
2018-03-20,54.1,55.47,53.91,54.7,5077121.0,0.0,1.0,54.1,55.47,53.91,54.7,5077121.0
2018-03-19,54.76,54.91,53.38,53.57,4778682.0,0.0,1.0,54.76,54.91,53.38,53.57,4778682.0
2018-03-16,54.11,55.19,53.64,54.93,12686058.0,0.0,1.0,54.11,55.19,53.64,54.93,12686058.0
2018-03-15,54.31,54.51,53.38,54.03,4919405.0,0.0,1.0,54.31,54.51,53.38,54.03,4919405.0
2018-03-14,54.34,54.73,53.87,53.96,4052436.0,0.0,1.0,54.34,54.73,53.87,53.96,4052436.0
2018-03-13,54.94,55.21,53.58,53.96,5511401.0,0.0,1.0,54.94,55.21,53.58,53.96,5511401.0
2018-03-12,55.01,55.41,54.59,54.74,5037696.0,0.0,1.0,55.01,55.41,54.59,54.74,5037696.0
2018-03-09,54.07,55.07,54.01,55.06,5305889.0,0.0,1.0,54.07,55.07,54.01,55.06,5305889.0
2018-03-08,54.13,54.38,52.92,53.57,4489425.0,0.0,1.0,54.13,54.38,52.92,53.57,4489425.0
2018-03-07,53.31,54.46,53.24100000000001,54.07,7245777.0,0.0,1.0,53.31,54.46,53.24100000000001,54.07,7245777.0
2018-03-06,54.28,54.39,53.5,54.06,4925910.0,0.0,1.0,54.28,54.39,53.5,54.06,4925910.0
2018-03-05,53.49,54.225,53.31,53.99,5266045.0,0.0,1.0,53.49,54.225,53.31,53.99,5266045.0
2018-03-02,53.54,54.21,52.78,54.06,4574396.0,0.0,1.0,53.54,54.21,52.78,54.06,4574396.0
2018-03-01,54.5,55.01,53.52,53.88,5135391.0,0.0,1.0,54.5,55.01,53.52,53.88,5135391.0
2018-02-28,56.02,56.58,54.3,54.31,5788885.0,0.0,1.0,56.02,56.58,54.3,54.31,5788885.0
2018-02-27,56.5,57.62,55.82,55.83,5291980.0,0.0,1.0,56.5,57.62,55.82,55.83,5291980.0
2018-02-26,57.26,57.54,56.515,56.59,5875292.0,0.0,1.0,57.26,57.54,56.515,56.59,5875292.0
2018-02-23,55.35,57.14,55.07,57.05,6464332.0,0.0,1.0,55.35,57.14,55.07,57.05,6464332.0
2018-02-22,54.26,55.5,54.19,54.91,5532439.0,0.0,1.0,54.26,55.5,54.19,54.91,5532439.0
2018-02-21,54.59,55.44,53.73,53.75,5146520.0,0.0,1.0,54.59,55.44,53.73,53.75,5146520.0
2018-02-20,54.6,55.3,54.34,54.84,4068210.0,0.0,1.0,54.6,55.3,54.34,54.84,4068210.0
2018-02-16,54.39,55.06,54.23,54.65,4889746.0,0.0,1.0,54.39,55.06,54.23,54.65,4889746.0
2018-02-15,55.64,55.71,53.76,54.54,6083059.0,0.0,1.0,55.64,55.71,53.76,54.54,6083059.0
2018-02-14,52.7,55.86,52.54,55.51,6560068.0,0.0,1.0,52.7,55.86,52.54,55.51,6560068.0
2018-02-13,52.93,53.94,52.61,53.32,5291066.0,0.0,1.0,52.93,53.94,52.61,53.32,5291066.0
2018-02-12,52.63,53.96,52.55,53.41,7015191.0,0.0,1.0,52.63,53.96,52.55,53.41,7015191.0
2018-02-09,53.24,53.6,50.18,52.02,9667168.0,0.0,1.0,53.24,53.6,50.18,52.02,9667168.0
2018-02-08,55.62,55.8296,53.23,53.24,8589629.0,0.0,1.0,55.62,55.8296,53.23,53.24,8589629.0
2018-02-07,56.06,56.9701,55.63,55.63,7706788.0,0.0,1.0,56.06,56.9701,55.63,55.63,7706788.0
2018-02-06,54.75,56.54,54.42,55.94,10988340.0,0.0,1.0,54.75,56.54,54.42,55.94,10988340.0
2018-02-05,57.14,58.47,55.41,55.94,10979260.0,0.0,1.0,57.14,58.47,55.41,55.94,10979260.0
2018-02-02,59.17,59.44,57.61,57.72,8372637.0,0.0,1.0,59.17,59.44,57.61,57.72,8372637.0
2018-02-01,59.0,59.97,58.151,59.35,7009268.0,0.0,1.0,59.0,59.97,58.151,59.35,7009268.0
2018-01-31,58.53,59.24,58.28,58.81,7025978.0,0.0,1.0,58.53,59.24,58.28,58.81,7025978.0
2018-01-30,58.94,59.32,58.08,58.46,6325996.0,0.0,1.0,58.94,59.32,58.08,58.46,6325996.0
2018-01-29,59.92,60.53,59.56,59.66,3987680.0,0.0,1.0,59.92,60.53,59.56,59.66,3987680.0
2018-01-26,59.7,60.52,59.61,60.39,5148504.0,0.0,1.0,59.7,60.52,59.61,60.39,5148504.0
2018-01-25,60.75,60.9,59.4,59.48,5467102.0,0.0,1.0,60.75,60.9,59.4,59.48,5467102.0
2018-01-24,60.54,61.315,60.45,60.49,4879342.0,0.0,1.0,60.54,61.315,60.45,60.49,4879342.0
2018-01-23,60.61,60.7,60.03,60.47,5429213.0,0.0,1.0,60.61,60.7,60.03,60.47,5429213.0
2018-01-22,59.86,60.68,59.79,60.67,5701784.0,0.0,1.0,59.86,60.68,59.79,60.67,5701784.0
2018-01-19,59.68,59.81,59.27,59.75,5015267.0,0.0,1.0,59.68,59.81,59.27,59.75,5015267.0
2018-01-18,59.62,60.06,59.15,59.76,4372354.0,0.0,1.0,59.62,60.06,59.15,59.76,4372354.0
2018-01-17,58.97,60.187,58.78,59.86,5744307.0,0.0,1.0,58.97,60.187,58.78,59.86,5744307.0
2018-01-16,60.0,60.22,58.8,58.84,5447814.0,0.0,1.0,60.0,60.22,58.8,58.84,5447814.0
2018-01-12,59.39,60.24,59.12,60.05,6733775.0,0.0,1.0,59.39,60.24,59.12,60.05,6733775.0
2018-01-11,58.17,59.48,57.54,59.18,7324118.0,0.0,1.0,58.17,59.48,57.54,59.18,7324118.0
2018-01-10,58.14,58.28,57.56100000000001,57.65,4626262.0,0.0,1.0,58.14,58.28,57.56100000000001,57.65,4626262.0
2018-01-09,57.47,58.32,57.41,57.93,5505021.0,0.0,1.0,57.47,58.32,57.41,57.93,5505021.0
2018-01-08,56.76,57.46,56.59,57.46,4517880.0,0.0,1.0,56.76,57.46,56.59,57.46,4517880.0
2018-01-05,56.68,56.91,56.18,56.88,3756383.0,0.0,1.0,56.68,56.91,56.18,56.88,3756383.0
2018-01-04,56.41,57.1853,56.09,56.99,4894264.0,0.0,1.0,56.41,57.1853,56.09,56.99,4894264.0
2018-01-03,55.38,56.39,55.33,56.34,4102331.0,0.0,1.0,55.38,56.39,55.33,56.34,4102331.0
2018-01-02,55.09,55.51,54.82,55.32,3962373.0,0.0,1.0,55.09,55.51,54.82,55.32,3962373.0
2017-12-29,55.44,55.5,54.87,54.89,3654204.0,0.0,1.0,55.44,55.5,54.87,54.89,3654204.0
2017-12-28,55.49,55.59,55.1,55.18,4240570.0,0.0,1.0,55.49,55.59,55.1,55.18,4240570.0
2017-12-27,56.06,56.07,55.14,55.59,4331990.0,0.0,1.0,56.06,56.07,55.14,55.59,4331990.0
2017-12-26,55.78,56.37,55.54,56.23,3189374.0,0.0,1.0,55.78,56.37,55.54,56.23,3189374.0
2017-12-22,56.05,56.21,55.455,55.5,3834195.0,0.0,1.0,56.05,56.21,55.455,55.5,3834195.0
2017-12-21,54.17,56.07,54.026,55.95,7676337.0,0.0,1.0,54.17,56.07,54.026,55.95,7676337.0
2017-12-20,52.86,54.51,52.46,54.25,7994879.0,0.0,1.0,52.86,54.51,52.46,54.25,7994879.0
2017-12-19,52.5,52.93,52.14,52.68,4782245.0,0.0,1.0,52.5,52.93,52.14,52.68,4782245.0
2017-12-18,52.23,52.66,52.11,52.34,5510932.0,0.0,1.0,52.23,52.66,52.11,52.34,5510932.0
2017-12-15,52.75,53.05,52.06,52.17,10757100.0,0.0,1.0,52.75,53.05,52.06,52.17,10757100.0
2017-12-14,51.85,52.76,51.85,52.31,6400413.0,0.0,1.0,51.85,52.76,51.85,52.31,6400413.0
2017-12-13,51.92,52.09,51.58,51.68,4876464.0,0.0,1.0,51.92,52.09,51.58,51.68,4876464.0
2017-12-12,52.02,52.06,51.205,51.96,6189902.0,0.0,1.0,52.02,52.06,51.205,51.96,6189902.0
2017-12-11,51.54,52.31,51.41,51.69,3930993.0,0.0,1.0,51.54,52.31,51.41,51.69,3930993.0
2017-12-08,50.87,51.71,50.74,51.57,5201894.0,0.0,1.0,50.87,51.71,50.74,51.57,5201894.0
2017-12-07,50.32,50.831,50.08,50.54,4021849.0,0.0,1.0,50.32,50.831,50.08,50.54,4021849.0
2017-12-06,51.07,51.24,50.32,50.38,4403105.0,0.0,1.0,51.07,51.24,50.32,50.38,4403105.0
2017-12-05,51.23,51.695,51.11,51.23,4197214.0,0.0,1.0,51.23,51.695,51.11,51.23,4197214.0
2017-12-04,51.87,52.36,51.25,51.29,6148462.0,0.0,1.0,51.87,52.36,51.25,51.29,6148462.0
2017-12-01,51.51,52.47,51.23,51.74,6660737.0,0.0,1.0,51.51,52.47,51.23,51.74,6660737.0
2017-11-30,50.92,51.78,50.65,50.88,10576663.0,0.0,1.0,50.92,51.78,50.65,50.88,10576663.0
2017-11-29,49.92,50.8285,49.72,50.73,6871231.0,0.0,1.0,49.92,50.8285,49.72,50.73,6871231.0
2017-11-28,49.36,50.16,48.97,50.13,6329602.0,0.0,1.0,49.36,50.16,48.97,50.13,6329602.0
2017-11-27,50.22,50.25,49.08,49.16,6156195.0,0.0,1.0,50.22,50.25,49.08,49.16,6156195.0
2017-11-24,50.45,50.87,50.4401,50.47,2288899.0,0.0,1.0,50.45,50.87,50.4401,50.47,2288899.0
2017-11-22,50.52,50.59,50.02,50.22,4566867.0,0.0,1.0,50.52,50.59,50.02,50.22,4566867.0
2017-11-21,50.27,50.735,49.67,50.01,6088645.0,0.0,1.0,50.27,50.735,49.67,50.01,6088645.0
2017-11-20,50.0,50.25,49.58,50.08,4427392.0,0.0,1.0,50.0,50.25,49.58,50.08,4427392.0
2017-11-17,50.24,50.52,50.0,50.13,4126882.0,0.0,1.0,50.24,50.52,50.0,50.13,4126882.0
2017-11-16,50.4,50.65,50.08,50.22,5678602.0,0.0,1.0,50.4,50.65,50.08,50.22,5678602.0
2017-11-15,50.74,51.17,49.95,50.49,7256374.0,0.0,1.0,50.74,51.17,49.95,50.49,7256374.0
2017-11-14,52.19,52.43,51.08,51.23,6679320.0,0.0,1.0,52.19,52.43,51.08,51.23,6679320.0
2017-11-13,52.66,52.96,52.51,52.57,6683573.0,0.0,1.0,52.66,52.96,52.51,52.57,6683573.0
2017-11-10,53.4,53.49,52.5,52.99,5501688.0,0.0,1.0,53.4,53.49,52.5,52.99,5501688.0
2017-11-09,53.27,53.65,52.83,53.53,6655515.0,0.0,1.0,53.27,53.65,52.83,53.53,6655515.0
2017-11-07,53.93,54.07,52.93,53.48,8498228.0,0.0,1.0,53.93,54.07,52.93,53.48,8498228.0
2017-11-06,53.01,53.94,52.8,53.67,8428333.0,0.0,1.0,53.01,53.94,52.8,53.67,8428333.0
2017-11-03,52.37,53.27,51.99,52.96,8018753.0,0.0,1.0,52.37,53.27,51.99,52.96,8018753.0
2017-11-02,52.06,52.59,51.69,52.48,6160617.0,0.0,1.0,52.06,52.59,51.69,52.48,6160617.0
2017-11-01,51.81,52.28,51.43,52.1,6398967.0,0.0,1.0,51.81,52.28,51.43,52.1,6398967.0
2017-10-31,51.32,51.61,51.02,51.15,6126827.0,0.0,1.0,51.32,51.61,51.02,51.15,6126827.0
2017-10-30,51.39,51.8,50.885,51.39,6617081.0,0.0,1.0,51.39,51.8,50.885,51.39,6617081.0
2017-10-27,51.16,52.23,50.2,51.21,7822927.0,0.0,1.0,51.16,52.23,50.2,51.21,7822927.0
2017-10-26,50.39,51.77,49.79,51.46,7293105.0,0.0,1.0,50.39,51.77,49.79,51.46,7293105.0
2017-10-25,51.06,51.13,49.75,49.96,6338964.0,0.0,1.0,51.06,51.13,49.75,49.96,6338964.0
2017-10-24,50.48,51.32,50.42,50.99,7580275.0,0.0,1.0,50.48,51.32,50.42,50.99,7580275.0
2017-10-23,50.28,50.75,49.93,50.26,5318040.0,0.0,1.0,50.28,50.75,49.93,50.26,5318040.0
2017-10-20,49.9,50.4,49.5601,50.25,5984884.0,0.0,1.0,49.9,50.4,49.5601,50.25,5984884.0
2017-10-19,49.39,50.04,49.3,49.71,4012893.0,0.0,1.0,49.39,50.04,49.3,49.71,4012893.0
2017-10-18,49.75,50.18,49.555,49.71,6480254.0,0.0,1.0,49.75,50.18,49.555,49.71,6480254.0
2017-10-17,49.7,49.935,49.32,49.72,3558465.0,0.0,1.0,49.7,49.935,49.32,49.72,3558465.0
2017-10-16,49.71,50.13,49.65,49.72,4301583.0,0.0,1.0,49.71,50.13,49.65,49.72,4301583.0
2017-10-13,49.99,50.16,49.36,49.4,4617958.0,0.265,1.0,49.99,50.16,49.36,49.4,4617958.0
2017-10-12,49.09,49.87,49.01,49.81,4424749.0,0.0,1.0,48.828068055974995,49.603906171348,48.748494915937,49.544226316319,4424749.0
2017-10-11,49.2,49.73,48.89,49.6,4527355.0,0.0,1.0,48.937481123528,49.464653176281004,48.629135205879,49.33534682371899,4527355.0
2017-10-10,49.37,49.68,49.11,49.19,5245116.0,0.0,1.0,49.106574046108996,49.414919963757,48.847961340985,48.927534481022995,5245116.0
2017-10-09,49.1,49.2,48.83,48.91,4765524.0,0.0,1.0,48.838014698479995,48.937481123528,48.569455350851,48.649028490888995,4765524.0
2017-10-06,49.15,49.44,48.7,48.86,3898329.0,0.0,1.0,48.887747911004,49.176200543642,48.440148998289004,48.599295278365,3898329.0
2017-10-05,49.46,49.79,49.41,49.7,5261050.0,0.0,1.0,49.196093828652,49.52433303130999,49.146360616128,49.43481324876701,5261050.0
2017-10-04,49.36,49.59,48.91,49.31,5259873.0,0.0,1.0,49.096627403604,49.325400181214,48.649028490888995,49.04689419108,5259873.0
2017-10-03,50.17,50.23,49.23,49.24,6729667.0,0.0,1.0,49.902305446491006,49.96198530152,48.967321051042006,48.977267693547,6729667.0
2017-10-02,49.55,50.325,49.3,50.31,4814565.0,0.0,1.0,49.285613611195004,50.056478405316,49.036947548575,50.041558441557996,4814565.0
2017-09-29,49.78,50.1,49.6101,50.05,4146506.0,0.0,1.0,49.514386388805,49.832678948958,49.345392932649006,49.782945736434,4146506.0
2017-09-28,50.45,50.83,49.81,50.0,5475125.0,0.0,1.0,50.18081143662501,50.558783851807,49.544226316319,49.73321252391,5475125.0
2017-09-27,49.67,50.22,49.58,50.22,5302828.0,0.0,1.0,49.404973321252,49.952038659014995,49.315453538709,49.952038659014995,5302828.0
2017-09-26,49.73,50.03,49.22,49.67,5432767.0,0.0,1.0,49.464653176281004,49.763052451425,48.957374408537,49.404973321252,5432767.0
2017-09-25,49.41,50.19,49.39,49.98,6737227.0,0.0,1.0,49.146360616128,49.922198731501,49.126467331118,49.71331923890099,6737227.0
2017-09-22,48.7,49.65,48.63,49.08,7354059.0,0.0,1.0,48.440148998289004,49.385080036243004,48.370522500754994,48.81812141347,7354059.0
2017-09-21,48.19,48.78,47.89,48.69,5773968.0,0.0,1.0,47.932870230545,48.519722138327,47.634470955401,48.430202355784,5773968.0
2017-09-20,47.86,48.8,47.8,48.33,8595184.0,0.0,1.0,47.604631027887,48.539615423336,47.544951172858,48.072123225612,8595184.0
