Date,Open,High,Low,Close,Volume,ExDividend,SplitRatio,AdjOpen,AdjHigh,AdjLow,AdjClose,AdjVolume
2018-03-27,153.95,154.8697,151.16,151.91,3810994.0,0.0,1.0,153.95,154.8697,151.16,151.91,3810994.0
2018-03-26,151.21,153.657,150.28,153.37,4038586.0,0.0,1.0,151.21,153.657,150.28,153.37,4038586.0
2018-03-23,152.25,152.58,148.541,148.89,4389015.0,0.0,1.0,152.25,152.58,148.541,148.89,4389015.0
2018-03-22,155.0,155.2499,152.0,152.09,4617371.0,0.0,1.0,155.0,155.2499,152.0,152.09,4617371.0
2018-03-21,156.57,158.2,155.92,156.69,3240695.0,0.0,1.0,156.57,158.2,155.92,156.69,3240695.0
2018-03-20,157.52,157.93,155.29,156.2,4296935.0,0.0,1.0,157.52,157.93,155.29,156.2,4296935.0
2018-03-19,159.71,159.8899,156.45,157.35,5415258.0,0.0,1.0,159.71,159.8899,156.45,157.35,5415258.0
2018-03-16,160.06,161.98,159.64,160.26,8447294.0,0.0,1.0,160.06,161.98,159.64,160.26,8447294.0
2018-03-15,158.71,161.25,158.52,159.61,3860479.0,0.0,1.0,158.71,161.25,158.52,159.61,3860479.0
2018-03-14,160.17,160.68,157.74,158.12,3614293.0,0.0,1.0,160.17,160.68,157.74,158.12,3614293.0
2018-03-13,160.09,162.1122,158.81,159.32,4097662.0,0.0,1.0,160.09,162.1122,158.81,159.32,4097662.0
2018-03-12,159.64,161.02,158.87,160.26,5056489.0,0.0,1.0,159.64,161.02,158.87,160.26,5056489.0
2018-03-09,157.47,159.5825,157.3,159.31,4783247.0,0.0,1.0,157.47,159.5825,157.3,159.31,4783247.0
2018-03-08,159.0,159.57,155.07,156.21,6095521.0,0.0,1.0,159.0,159.57,155.07,156.21,6095521.0
2018-03-07,155.0,158.83,154.73,158.32,4607677.0,0.0,1.0,155.0,158.83,154.73,158.32,4607677.0
2018-03-06,157.28,157.89,155.1568,155.72,3594049.0,0.0,1.0,157.28,157.89,155.1568,155.72,3594049.0
2018-03-05,154.12,157.49,153.75,156.95,3670630.0,0.0,1.0,154.12,157.49,153.75,156.95,3670630.0
2018-03-02,152.79,154.76,151.88,154.49,3261141.0,0.0,1.0,152.79,154.76,151.88,154.49,3261141.0
2018-03-01,155.53,156.9742,152.79,153.81,4039339.0,0.0,1.0,155.53,156.9742,152.79,153.81,4039339.0
2018-02-28,157.5,158.1399,155.8,155.83,3761597.0,0.0,1.0,157.5,158.1399,155.8,155.83,3761597.0
2018-02-27,158.46,159.78,156.53,156.55,4192962.0,0.0,1.0,158.46,159.78,156.53,156.55,4192962.0
2018-02-26,155.81,158.88,155.51,158.58,3576723.0,0.0,1.0,155.81,158.88,155.51,158.58,3576723.0
2018-02-23,154.3,155.855,154.07,155.52,3208908.0,0.0,1.0,154.3,155.855,154.07,155.52,3208908.0
